Portfolio Code,Security Symbol,Security Type,From Date,Thru Date,Security Return,Beginning Market Value,Beginning Weight,Contribution,Ending Market Value,Gain/Loss,Income
BALANCED,SHEL.L,csgb,2026-04-01,2026-04-10,-0.0438448669,18051.6,0.0188893716,-0.000828201984,17260.13,-791.47,0.0
BALANCED,CASHGBP,caus,2026-04-01,2026-04-10,0.0015794103,6515.09,0.0068174542,1.0767557e-05,6525.38,10.29,0.0
BALANCED,AAPL,csus,2026-04-11,2026-04-16,0.0112099766,164470.46,0.1619566578,0.001815530344,166314.17,1843.71,0.0
BALANCED,AMZN,csus,2026-04-11,2026-04-16,0.0474872046,86538.68,0.0852160041,0.004046669822,90648.16,4109.48,0.0
BALANCED,AVGO,csus,2026-04-11,2026-04-16,0.0724533699,83040.72,0.0817715076,0.005924621287,89057.3,6016.58,0.0
BALANCED,CASHUSD,caus,2026-04-11,2026-04-16,0.0,53311.71,0.0524968823,0.0,53311.71,0.0,0.0
BALANCED,CVNA,csus,2026-04-11,2026-04-16,0.0771038911,1267.77,0.0012483931,9.6255966e-05,1365.52,97.75,0.0
BALANCED,GOOG,csus,2026-04-11,2026-04-16,0.0540035928,59569.37,0.0586588988,0.003167791285,62786.33,3216.96,0.0
BALANCED,GOOGL,csus,2026-04-11,2026-04-16,0.0591980949,74731.29,0.0735890808,0.004356333389,79155.24,4423.95,0.0
BALANCED,JPM,csus,2026-04-11,2026-04-16,0.0002580975,32778.31,0.0322773192,8.330695e-06,32786.77,8.46,0.0
BALANCED,36225MBS1,fius,2026-04-11,2026-04-16,0.0029473832,7979.96,0.0078579926,2.3160515e-05,8003.48,23.52,0.0
BALANCED,META,csus,2026-04-11,2026-04-16,0.0746355792,48697.82,0.047953512,0.003579038143,52332.41,3634.59,0.0
BALANCED,MSFT,csus,2026-04-11,2026-04-16,0.1331733209,94800.97,0.0933520114,0.012431997371,107425.93,12624.96,0.0
BALANCED,NVDA,csus,2026-04-11,2026-04-16,0.051529435,177558.71,0.1748448642,0.009009657065,186708.21,9149.5,0.0
BALANCED,912797AA1,fius,2026-04-11,2026-04-16,0.0003278553,40048.15,0.0394360454,1.2929316e-05,40061.28,13.13,0.0
BALANCED,91282Y2Y1,fius,2026-04-11,2026-04-16,0.0008491488,23882.74,0.023517711,1.9970036e-05,23903.02,20.28,0.0
BALANCED,91282Y5Y1,fius,2026-04-11,2026-04-16,0.0012668353,23815.25,0.0234512526,2.9708875e-05,23845.42,30.17,0.0
BALANCED,SAP.DE,cseu,2026-04-11,2026-04-16,0.0962144025,15980.04,0.0157357976,0.001514010364,17387.95,1407.91,129.6
BALANCED,CASHEUR,caus,2026-04-11,2026-04-16,0.0400001225,3263.99,0.0032141025,0.000128564494,3394.55,130.56,0.0
BALANCED,SHEL.L,csgb,2026-04-11,2026-04-16,-0.0105248338,17260.13,0.0169963224,-0.000178883468,17078.47,-181.66,0.0
BALANCED,CASHGBP,caus,2026-04-11,2026-04-16,0.0,6525.38,0.0064256447,0.0,6525.38,0.0,0.0
BALANCED,AAPL,csus,2026-04-17,2026-04-24,0.0290812863,166314.17,0.1565912177,0.004553874034,171150.8,4836.63,0.0
BALANCED,AMZN,csus,2026-04-17,2026-04-24,0.0572286299,90648.16,0.0853487454,0.004884391763,95835.83,5187.67,0.0
BALANCED,AVGO,csus,2026-04-17,2026-04-24,0.0609581696,89057.3,0.0838508893,0.005111396731,94486.07,5428.77,0.0
BALANCED,CASHUSD,caus,2026-04-17,2026-04-24,0.0,53311.71,0.050195035,0.0,53311.71,0.0,0.0
BALANCED,CVNA,csus,2026-04-17,2026-04-24,0.1293060519,1365.52,0.0012856898,0.000166247472,1542.09,176.57,0.0
BALANCED,GOOG,csus,2026-04-17,2026-04-24,0.0286986037,62786.33,0.0591157559,0.001696539651,64588.21,1801.88,0.0
BALANCED,GOOGL,csus,2026-04-17,2026-04-24,0.024938968,79155.24,0.0745277172,0.001858644354,81129.29,1974.05,0.0
BALANCED,JPM,csus,2026-04-17,2026-04-24,-0.0053881489,32786.77,0.0308700109,-0.000166332215,32610.11,-176.66,0.0
BALANCED,36225MBS1,fius,2026-04-17,2026-04-24,-0.0002099087,8003.48,0.0075355857,-1.581785e-06,8001.8,-1.68,0.0
BALANCED,META,csus,2026-04-17,2026-04-24,-0.0027183919,52332.41,0.0492729862,-0.000133943287,52190.15,-142.26,0.0
BALANCED,MSFT,csus,2026-04-17,2026-04-24,0.0103744971,107425.93,0.1011456642,0.0010493354,108540.42,1114.49,0.0
BALANCED,NVDA,csus,2026-04-17,2026-04-24,0.0500125838,186708.21,0.1757929944,0.008791861864,196045.97,9337.76,0.0
BALANCED,912797AA1,fius,2026-04-17,2026-04-24,0.0009834933,40061.28,0.0377192432,3.7096623e-05,40100.68,39.4,0.0
BALANCED,91282Y2Y1,fius,2026-04-17,2026-04-24,0.0010914939,23903.02,0.022505617,2.4564744e-05,23929.11,26.09,0.0
BALANCED,91282Y5Y1,fius,2026-04-17,2026-04-24,0.0010119344,23845.42,0.0224513844,2.2719328e-05,23869.55,24.13,0.0
BALANCED,SAP.DE,cseu,2026-04-17,2026-04-24,-0.0288803453,17387.95,0.0163714268,-0.000472812459,16885.78,-502.17,0.0
BALANCED,CASHEUR,caus,2026-04-17,2026-04-24,0.0,3394.55,0.0031961,0.0,3394.55,0.0,0.0
BALANCED,SHEL.L,csgb,2026-04-17,2026-04-24,-0.0227502815,17078.47,0.0160800394,-0.000365825423,16689.93,-388.54,0.0
BALANCED,CASHGBP,caus,2026-04-17,2026-04-24,0.0,6525.38,0.0061438974,0.0,6525.38,0.0,0.0
BALANCED,AAPL,csus,2026-04-25,2026-04-30,0.0010698752,171150.8,0.1568999782,0.000167863396,171333.91,183.11,0.0
BALANCED,AMZN,csus,2026-04-25,2026-04-30,0.0040531814,95835.83,0.0878560874,0.000356096659,96224.27,388.44,0.0
BALANCED,AVGO,csus,2026-04-25,2026-04-30,-0.0126076786,94486.07,0.0866187147,-0.001092060916,93294.82,-1191.25,0.0
BALANCED,CASHUSD,caus,2026-04-25,2026-04-30,0.0,53311.71,0.0488727259,0.0,53311.71,0.0,0.0
BALANCED,CVNA,csus,2026-04-25,2026-04-30,-0.0324624373,1542.09,0.0014136883,-4.5891768e-05,1492.03,-50.06,0.0
BALANCED,GOOG,csus,2026-04-25,2026-04-30,0.1157395444,64588.21,0.0592102914,0.00685297215,72063.62,7475.41,0.0
BALANCED,GOOGL,csus,2026-04-25,2026-04-30,0.1173054762,81129.29,0.0743740832,0.008724487247,90646.2,9516.91,0.0
BALANCED,JPM,csus,2026-04-25,2026-04-30,0.0160569836,32610.11,0.0298948386,0.000480020933,33133.73,523.62,0.0
BALANCED,36225MBS1,fius,2026-04-25,2026-04-30,-0.0047251868,8001.8,0.0073355324,-3.4661761e-05,7963.99,-37.81,0.0
BALANCED,META,csus,2026-04-25,2026-04-30,-0.0935071081,52190.15,0.0478445523,-0.004473805724,47310.0,-4880.15,0.0
BALANCED,MSFT,csus,2026-04-25,2026-04-30,-0.0396589584,108540.42,0.0995028334,-0.00394617873,104235.82,-4304.6,0.0
BALANCED,NVDA,csus,2026-04-25,2026-04-30,-0.0417726516,196045.97,0.1797222591,-0.007507475314,187856.61,-8189.36,0.0
BALANCED,912797AA1,fius,2026-04-25,2026-04-30,0.0003274259,40100.68,0.0367617085,1.2036735e-05,40113.81,13.13,0.0
BALANCED,91282Y2Y1,fius,2026-04-25,2026-04-30,-0.0010903038,23929.11,0.0219366596,-2.3917623e-05,23903.02,-26.09,0.0
BALANCED,91282Y5Y1,fius,2026-04-25,2026-04-30,-0.0038756491,23869.55,0.0218820588,-8.4807181e-05,23777.04,-92.51,0.0
BALANCED,SAP.DE,cseu,2026-04-25,2026-04-30,-0.012085909,16885.78,0.0154797904,-0.000187087338,16681.7,-204.08,0.0
BALANCED,CASHEUR,caus,2026-04-25,2026-04-30,0.0,3394.55,0.0031119038,0.0,3394.55,0.0,0.0
BALANCED,SHEL.L,csgb,2026-04-25,2026-04-30,0.005593193,16689.93,0.0153002478,8.5577239e-05,16783.28,93.35,0.0
BALANCED,CASHGBP,caus,2026-04-25,2026-04-30,0.0,6525.38,0.0059820461,0.0,6525.38,0.0,0.0
BALANCED_CONTRIBUTION,CASHUSD,caus,2026-03-01,2026-03-31,0.01,100000.0,1.0,0.01,101000.0,1000.0,0.0
BALANCED_CONTRIBUTION,CASHUSD,caus,2026-02-01,2026-02-28,0.0,100000.0,1.0,0.0,100000.0,0.0,0.0
